classes;motif;date;nb_demi_journee;eleve_id
1B/C;Motif non encore connu;2024-05-30;1;fIt8WCE2mRt8_OGeNI7XmGCNbRmtwwLA5cDOusKUsfc
1B/C;Motif non encore connu;2024-05-30;1;fIt8WCE2mRt8_OGeNI7XmGCNbRmtwwLA5cDOusKUsfc
1B/C;Motif non encore connu;2024-05-31;2;fIt8WCE2mRt8_OGeNI7XmGCNbRmtwwLA5cDOusKUsfc
1B/C;Motif non encore connu;2024-06-04;1;fIt8WCE2mRt8_OGeNI7XmGCNbRmtwwLA5cDOusKUsfc
1B/C;Motif non encore connu;2024-06-05;1;fIt8WCE2mRt8_OGeNI7XmGCNbRmtwwLA5cDOusKUsfc
1B/C;Motif non encore connu;2024-06-05;1;fIt8WCE2mRt8_OGeNI7XmGCNbRmtwwLA5cDOusKUsfc
1B/C;Motif non encore connu;2024-06-07;1;fIt8WCE2mRt8_OGeNI7XmGCNbRmtwwLA5cDOusKUsfc
1B/C;Motif non encore connu;2024-06-07;2;fIt8WCE2mRt8_OGeNI7XmGCNbRmtwwLA5cDOusKUsfc
1B/C;Motif non encore connu;2024-06-10;1;fIt8WCE2mRt8_OGeNI7XmGCNbRmtwwLA5cDOusKUsfc
1B/C;Motif non encore connu;2024-06-11;1;fIt8WCE2mRt8_OGeNI7XmGCNbRmtwwLA5cDOusKUsfc
1B/C;Motif non encore connu;2024-06-13;1;fIt8WCE2mRt8_OGeNI7XmGCNbRmtwwLA5cDOusKUsfc
1B/C;Motif non encore connu;2024-06-13;1;fIt8WCE2mRt8_OGeNI7XmGCNbRmtwwLA5cDOusKUsfc
1B/C;Motif non encore connu;2024-06-14;2;fIt8WCE2mRt8_OGeNI7XmGCNbRmtwwLA5cDOusKUsfc
1B/C;Motif non encore connu;2024-06-19;1;fIt8WCE2mRt8_OGeNI7XmGCNbRmtwwLA5cDOusKUsfc
1B/C;Motif non encore connu;2024-06-19;1;fIt8WCE2mRt8_OGeNI7XmGCNbRmtwwLA5cDOusKUsfc
1B/C;Motif non encore connu;2024-06-20;1;fIt8WCE2mRt8_OGeNI7XmGCNbRmtwwLA5cDOusKUsfc
1B/C;Motif non encore connu;2024-06-20;1;fIt8WCE2mRt8_OGeNI7XmGCNbRmtwwLA5cDOusKUsfc
1B/C;Motif non encore connu;2024-06-21;1;fIt8WCE2mRt8_OGeNI7XmGCNbRmtwwLA5cDOusKUsfc
1B/C;Motif non encore connu;2024-06-21;2;fIt8WCE2mRt8_OGeNI7XmGCNbRmtwwLA5cDOusKUsfc
2A;MALADIE AVEC CERTIFICAT;2023-09-19;2;vd8LcO0A9RyLfTqAW9YSqfwGdKPahdZeTasrJgOoR-s
2A;MALADIE AVEC CERTIFICAT;2023-09-20;2;vd8LcO0A9RyLfTqAW9YSqfwGdKPahdZeTasrJgOoR-s
2A;MALADIE AVEC CERTIFICAT;2023-09-21;2;vd8LcO0A9RyLfTqAW9YSqfwGdKPahdZeTasrJgOoR-s
2A;MALADIE AVEC CERTIFICAT;2023-09-22;1;vd8LcO0A9RyLfTqAW9YSqfwGdKPahdZeTasrJgOoR-s
2A;MALADIE AVEC CERTIFICAT;2023-09-25;1;vd8LcO0A9RyLfTqAW9YSqfwGdKPahdZeTasrJgOoR-s
2A;MALADIE AVEC CERTIFICAT;2023-09-26;1;vd8LcO0A9RyLfTqAW9YSqfwGdKPahdZeTasrJgOoR-s
2A;MALADIE AVEC CERTIFICAT;2023-09-27;2;vd8LcO0A9RyLfTqAW9YSqfwGdKPahdZeTasrJgOoR-s
2A;MALADIE AVEC CERTIFICAT;2023-10-02;1;vd8LcO0A9RyLfTqAW9YSqfwGdKPahdZeTasrJgOoR-s
2A;MALADIE AVEC CERTIFICAT;2023-10-03;1;vd8LcO0A9RyLfTqAW9YSqfwGdKPahdZeTasrJgOoR-s
2A;MALADIE AVEC CERTIFICAT;2023-10-04;2;vd8LcO0A9RyLfTqAW9YSqfwGdKPahdZeTasrJgOoR-s
2A;MALADIE AVEC CERTIFICAT;2023-10-05;2;vd8LcO0A9RyLfTqAW9YSqfwGdKPahdZeTasrJgOoR-s
2A;MALADIE AVEC CERTIFICAT;2023-10-06;2;vd8LcO0A9RyLfTqAW9YSqfwGdKPahdZeTasrJgOoR-s
2A;RETARD PLUS DE 5 MIN;2023-10-16;1;vd8LcO0A9RyLfTqAW9YSqfwGdKPahdZeTasrJgOoR-s
2A;RAISON FAMILIALE;2023-10-16;1;vd8LcO0A9RyLfTqAW9YSqfwGdKPahdZeTasrJgOoR-s
2A;RDV MEDICAL EXTERIEUR;2023-11-10;1;vd8LcO0A9RyLfTqAW9YSqfwGdKPahdZeTasrJgOoR-s
2A;RETARD PLUS DE 5 MIN;2023-11-13;1;vd8LcO0A9RyLfTqAW9YSqfwGdKPahdZeTasrJgOoR-s
2A;MALADIE AVEC CERTIFICAT;2023-12-01;1;vd8LcO0A9RyLfTqAW9YSqfwGdKPahdZeTasrJgOoR-s
2A;MALADIE AVEC CERTIFICAT;2023-12-04;1;vd8LcO0A9RyLfTqAW9YSqfwGdKPahdZeTasrJgOoR-s
2A;MALADIE AVEC CERTIFICAT;2023-12-05;2;vd8LcO0A9RyLfTqAW9YSqfwGdKPahdZeTasrJgOoR-s
2A;MALADIE AVEC CERTIFICAT;2023-12-08;1;vd8LcO0A9RyLfTqAW9YSqfwGdKPahdZeTasrJgOoR-s
2A;MALADIE AVEC CERTIFICAT;2024-01-26;1;vd8LcO0A9RyLfTqAW9YSqfwGdKPahdZeTasrJgOoR-s
2A;MALADIE SANS CERTIFICAT;2024-03-28;1;vd8LcO0A9RyLfTqAW9YSqfwGdKPahdZeTasrJgOoR-s
2A;MALADIE SANS CERTIFICAT;2024-04-25;1;vd8LcO0A9RyLfTqAW9YSqfwGdKPahdZeTasrJgOoR-s
2A;MALADIE SANS CERTIFICAT;2024-04-26;1;vd8LcO0A9RyLfTqAW9YSqfwGdKPahdZeTasrJgOoR-s
2A;RETARD PLUS DE 5 MIN;2024-05-28;1;vd8LcO0A9RyLfTqAW9YSqfwGdKPahdZeTasrJgOoR-s
2A;Motif non encore connu;2024-06-03;1;vd8LcO0A9RyLfTqAW9YSqfwGdKPahdZeTasrJgOoR-s
2A;Motif non encore connu;2024-06-03;1;vd8LcO0A9RyLfTqAW9YSqfwGdKPahdZeTasrJgOoR-s
2A;Motif non encore connu;2024-06-04;1;vd8LcO0A9RyLfTqAW9YSqfwGdKPahdZeTasrJgOoR-s
2A;Motif non encore connu;2024-06-05;1;vd8LcO0A9RyLfTqAW9YSqfwGdKPahdZeTasrJgOoR-s
2A;Motif non encore connu;2024-06-06;1;vd8LcO0A9RyLfTqAW9YSqfwGdKPahdZeTasrJgOoR-s
2A;Motif non encore connu;2024-06-06;1;vd8LcO0A9RyLfTqAW9YSqfwGdKPahdZeTasrJgOoR-s
2A;Motif non encore connu;2024-06-06;1;vd8LcO0A9RyLfTqAW9YSqfwGdKPahdZeTasrJgOoR-s
2A;Motif non encore connu;2024-06-07;1;vd8LcO0A9RyLfTqAW9YSqfwGdKPahdZeTasrJgOoR-s
2A;Motif non encore connu;2024-06-10;1;vd8LcO0A9RyLfTqAW9YSqfwGdKPahdZeTasrJgOoR-s
2A;Motif non encore connu;2024-06-11;1;vd8LcO0A9RyLfTqAW9YSqfwGdKPahdZeTasrJgOoR-s
2A;Motif non encore connu;2024-06-11;1;vd8LcO0A9RyLfTqAW9YSqfwGdKPahdZeTasrJgOoR-s
2A;Motif non encore connu;2024-06-13;1;vd8LcO0A9RyLfTqAW9YSqfwGdKPahdZeTasrJgOoR-s
2A;Motif non encore connu;2024-07-01;1;vd8LcO0A9RyLfTqAW9YSqfwGdKPahdZeTasrJgOoR-s
2A;Motif non encore connu;2024-07-04;1;vd8LcO0A9RyLfTqAW9YSqfwGdKPahdZeTasrJgOoR-s
1B/C;RETARD PLUS DE 5 MIN;2023-10-02;1;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4
1B/C;MALADIE AVEC CERTIFICAT;2024-01-26;2;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4
1B/C;MALADIE AVEC CERTIFICAT;2024-03-28;2;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4
1B/C;Motif non encore connu;2024-05-22;2;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4
1B/C;Motif non encore connu;2024-05-23;1;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4
1B/C;Motif non encore connu;2024-05-23;2;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4
1B/C;Motif non encore connu;2024-05-24;1;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4
1B/C;Motif non encore connu;2024-05-27;1;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4
1B/C;Motif non encore connu;2024-05-28;1;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4
1B/C;Motif non encore connu;2024-05-28;1;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4
1B/C;Motif non encore connu;2024-05-30;1;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4
1B/C;Motif non encore connu;2024-05-31;1;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4
1B/C;Motif non encore connu;2024-05-31;1;WS4WDhmqO5Qcb0LibUmX64_gzrBx85uRjceQHJarop4
2A;RETARD PLUS DE 5 MIN;2023-09-07;1;yCIAkn6YiEr9R-QONCxcgAf2_yIROwyHfepoHzzaW34
2A;SANS EXCUSES;2023-12-13;1;yCIAkn6YiEr9R-QONCxcgAf2_yIROwyHfepoHzzaW34
2A;MALADIE SANS CERTIFICAT;2024-04-09;1;yCIAkn6YiEr9R-QONCxcgAf2_yIROwyHfepoHzzaW34
2A;SORTIE SCOLAIRE OU PEDAGOGIQUE;2024-04-22;0;yCIAkn6YiEr9R-QONCxcgAf2_yIROwyHfepoHzzaW34
2A;RAISON FAMILIALE;2024-05-29;1;yCIAkn6YiEr9R-QONCxcgAf2_yIROwyHfepoHzzaW34
4A;MALADIE AVEC CERTIFICAT;2023-10-02;2;9aboz2vSFuXu8Y-fCFsCb5kO1x4Vtgj6PAGNqKiVG8A
4A;RDV MEDICAL EXTERIEUR;2023-11-24;1;9aboz2vSFuXu8Y-fCFsCb5kO1x4Vtgj6PAGNqKiVG8A
4A;RDV MEDICAL EXTERIEUR;2023-12-15;1;9aboz2vSFuXu8Y-fCFsCb5kO1x4Vtgj6PAGNqKiVG8A
4A;APPEL FAMILLE;2024-02-23;2;9aboz2vSFuXu8Y-fCFsCb5kO1x4Vtgj6PAGNqKiVG8A
4A;MALADIE SANS CERTIFICAT;2024-03-22;2;9aboz2vSFuXu8Y-fCFsCb5kO1x4Vtgj6PAGNqKiVG8A
4A;SORTIE SCOLAIRE OU PEDAGOGIQUE;2024-04-22;0;9aboz2vSFuXu8Y-fCFsCb5kO1x4Vtgj6PAGNqKiVG8A
4A;SORTIE SCOLAIRE OU PEDAGOGIQUE;2024-04-23;0;9aboz2vSFuXu8Y-fCFsCb5kO1x4Vtgj6PAGNqKiVG8A
4A;MALADIE SANS CERTIFICAT;2024-05-24;2;9aboz2vSFuXu8Y-fCFsCb5kO1x4Vtgj6PAGNqKiVG8A
4A;MALADIE SANS CERTIFICAT;2024-05-29;1;9aboz2vSFuXu8Y-fCFsCb5kO1x4Vtgj6PAGNqKiVG8A
4A;RDV MEDICAL EXTERIEUR;2024-06-07;1;9aboz2vSFuXu8Y-fCFsCb5kO1x4Vtgj6PAGNqKiVG8A
3B;RETOUR DOMICILE;2023-11-17;2;YTJheOHtAHigtQ0-xd84VTg-Uw4cr38Gpl4zxEwoZF8
3B;MALADIE SANS CERTIFICAT;2023-12-01;1;YTJheOHtAHigtQ0-xd84VTg-Uw4cr38Gpl4zxEwoZF8
3B;MALADIE SANS CERTIFICAT;2024-01-17;1;YTJheOHtAHigtQ0-xd84VTg-Uw4cr38Gpl4zxEwoZF8
3B;RETARD PLUS DE 5 MIN;2024-01-24;1;YTJheOHtAHigtQ0-xd84VTg-Uw4cr38Gpl4zxEwoZF8
3B;MALADIE SANS CERTIFICAT;2024-02-07;1;YTJheOHtAHigtQ0-xd84VTg-Uw4cr38Gpl4zxEwoZF8
3B;MALADIE SANS CERTIFICAT;2024-02-08;2;YTJheOHtAHigtQ0-xd84VTg-Uw4cr38Gpl4zxEwoZF8
3B;MALADIE SANS CERTIFICAT;2024-02-09;2;YTJheOHtAHigtQ0-xd84VTg-Uw4cr38Gpl4zxEwoZF8
3B;MALADIE SANS CERTIFICAT;2024-03-29;2;YTJheOHtAHigtQ0-xd84VTg-Uw4cr38Gpl4zxEwoZF8
3B;APPEL FAMILLE;2024-04-09;2;YTJheOHtAHigtQ0-xd84VTg-Uw4cr38Gpl4zxEwoZF8
3B;Motif non encore connu;2024-04-24;1;YTJheOHtAHigtQ0-xd84VTg-Uw4cr38Gpl4zxEwoZF8
3B;RETARD PLUS DE 5 MIN;2024-05-15;1;YTJheOHtAHigtQ0-xd84VTg-Uw4cr38Gpl4zxEwoZF8
3B;RETARD PLUS DE 5 MIN;2024-05-22;1;YTJheOHtAHigtQ0-xd84VTg-Uw4cr38Gpl4zxEwoZF8
3B;Motif non encore connu;2024-05-28;1;YTJheOHtAHigtQ0-xd84VTg-Uw4cr38Gpl4zxEwoZF8
3B;Motif non encore connu;2024-05-28;1;YTJheOHtAHigtQ0-xd84VTg-Uw4cr38Gpl4zxEwoZF8
3B;Motif non encore connu;2024-05-28;1;YTJheOHtAHigtQ0-xd84VTg-Uw4cr38Gpl4zxEwoZF8
5C;SANS EXCUSES;2023-12-11;1;lACVxPUlyoyJlKmJHYGXlF02Gw_rtaJPWFCdlMg0QVQ
5C;MALADIE SANS CERTIFICAT;2023-12-18;1;lACVxPUlyoyJlKmJHYGXlF02Gw_rtaJPWFCdlMg0QVQ
5C;MALADIE SANS CERTIFICAT;2023-12-19;2;lACVxPUlyoyJlKmJHYGXlF02Gw_rtaJPWFCdlMg0QVQ
5C;MALADIE SANS CERTIFICAT;2023-12-20;1;lACVxPUlyoyJlKmJHYGXlF02Gw_rtaJPWFCdlMg0QVQ
5C;MALADIE SANS CERTIFICAT;2023-12-21;2;lACVxPUlyoyJlKmJHYGXlF02Gw_rtaJPWFCdlMg0QVQ
5C;MALADIE SANS CERTIFICAT;2023-12-22;1;lACVxPUlyoyJlKmJHYGXlF02Gw_rtaJPWFCdlMg0QVQ
5C;SORTIE SCOLAIRE OU PEDAGOGIQUE;2024-01-25;0;lACVxPUlyoyJlKmJHYGXlF02Gw_rtaJPWFCdlMg0QVQ
5C;SORTIE SCOLAIRE OU PEDAGOGIQUE;2024-01-26;0;lACVxPUlyoyJlKmJHYGXlF02Gw_rtaJPWFCdlMg0QVQ
5C;APPEL FAMILLE;2024-01-29;2;lACVxPUlyoyJlKmJHYGXlF02Gw_rtaJPWFCdlMg0QVQ
5C;MALADIE SANS CERTIFICAT;2024-03-29;1;lACVxPUlyoyJlKmJHYGXlF02Gw_rtaJPWFCdlMg0QVQ
5C;SANS EXCUSES;2024-04-01;1;lACVxPUlyoyJlKmJHYGXlF02Gw_rtaJPWFCdlMg0QVQ
5C;SANS EXCUSES;2024-04-15;1;lACVxPUlyoyJlKmJHYGXlF02Gw_rtaJPWFCdlMg0QVQ
5C;RAISON FAMILIALE;2024-05-13;2;lACVxPUlyoyJlKmJHYGXlF02Gw_rtaJPWFCdlMg0QVQ
5C;RETARD JUSTIFIEE;2024-05-28;1;lACVxPUlyoyJlKmJHYGXlF02Gw_rtaJPWFCdlMg0QVQ
5C;RAISON FAMILIALE;2024-05-30;1;lACVxPUlyoyJlKmJHYGXlF02Gw_rtaJPWFCdlMg0QVQ
5C;RETARD JUSTIFIEE;2024-06-07;1;lACVxPUlyoyJlKmJHYGXlF02Gw_rtaJPWFCdlMg0QVQ
1A;SANS EXCUSES;2023-10-19;1;x98XOvwoNyehe5aGZFC4QGm8ZPyM6Sof0LJwXpfNP-c
1A;RDV MEDICAL EXTERIEUR;2024-05-21;2;x98XOvwoNyehe5aGZFC4QGm8ZPyM6Sof0LJwXpfNP-c
1A;Motif non encore connu;2024-05-24;1;x98XOvwoNyehe5aGZFC4QGm8ZPyM6Sof0LJwXpfNP-c
1A;Motif non encore connu;2024-05-24;1;x98XOvwoNyehe5aGZFC4QGm8ZPyM6Sof0LJwXpfNP-c
5A;MALADIE SANS CERTIFICAT;2023-12-22;1;qFM3VKtuhvVjtKOZV821-RK_Pc5_ymt5aBeC1EBXuFQ
5A;MALADIE SANS CERTIFICAT;2024-01-12;1;qFM3VKtuhvVjtKOZV821-RK_Pc5_ymt5aBeC1EBXuFQ
5A;MALADIE SANS CERTIFICAT;2024-02-09;1;qFM3VKtuhvVjtKOZV821-RK_Pc5_ymt5aBeC1EBXuFQ
5A;MALADIE SANS CERTIFICAT;2024-05-16;1;qFM3VKtuhvVjtKOZV821-RK_Pc5_ymt5aBeC1EBXuFQ
5A;MALADIE SANS CERTIFICAT;2024-05-29;1;qFM3VKtuhvVjtKOZV821-RK_Pc5_ymt5aBeC1EBXuFQ
5A;SORTIE SCOLAIRE OU PEDAGOGIQUE;2024-06-14;0;qFM3VKtuhvVjtKOZV821-RK_Pc5_ymt5aBeC1EBXuFQ
6A;SANS EXCUSES;2024-02-21;1;sS0xp35dB4R0oCpR6MKfzqqgvkKWgwXtYKICYYuZmWM
6A;MALADIE SANS CERTIFICAT;2024-03-12;2;sS0xp35dB4R0oCpR6MKfzqqgvkKWgwXtYKICYYuZmWM
6A;MALADIE SANS CERTIFICAT;2024-04-19;2;sS0xp35dB4R0oCpR6MKfzqqgvkKWgwXtYKICYYuZmWM
3B;RETARD PLUS DE 5 MIN;2023-09-15;1;IE5czaM5eqGcurQ3enbVlHDxYSPxeyxdgs96uGY3kV8
3B;MALADIE SANS CERTIFICAT;2023-12-13;1;IE5czaM5eqGcurQ3enbVlHDxYSPxeyxdgs96uGY3kV8
